dataset,sentenceid,sentence,category,sub_cat,polarity,aspect_term
14_laptop_test,469:1,From the speed to the multi touch gestures this operating system beats Windows easily.,,,negative,Windows
14_laptop_test,469:1,From the speed to the multi touch gestures this operating system beats Windows easily.,,,positive,operating system
14_laptop_test,395:3,Cons: Screen resolution.,,,negative,Screen resolution
14_laptop_test,747:5,Built-in apps are purely amazing.,,,positive,Built-in apps
14_laptop_test,412:1,Incredible graphics and brilliant colors.,,,positive,colors
14_laptop_test,412:1,Incredible graphics and brilliant colors.,,,positive,graphics
14_laptop_test,787:575,Enjoy using Microsoft Office!,,,positive,Microsoft Office
14_laptop_test,17:4,"However, I can refute that OSX is ""FAST"".",,,negative,OSX
14_laptop_test,315:1,The Mountain Lion OS is not hard to figure out if you are familiar with Microsoft Windows.,,,neutral,Microsoft Windows
14_laptop_test,315:1,The Mountain Lion OS is not hard to figure out if you are familiar with Microsoft Windows.,,,positive,Mountain Lion OS
14_laptop_test,553:1,I have had it over a year now with out a Glitch of any kind..I love the lit up keys and screen display...this thing is Fast and clear as can be.,,,positive,screen display
14_laptop_test,891:8,"And the fact that Apple is driving the 13"" RMBP with the Intel4000 graphic chip seems underpowered (to me.",,,negative,Intel4000 graphic chip
14_laptop_test,19:1,Apple removed the DVD drive Firewire port (will work with adapter) and put the SDXC slot in a silly position on the back.,,,neutral,DVD drive Firewire port
14_laptop_test,19:1,Apple removed the DVD drive Firewire port (will work with adapter) and put the SDXC slot in a silly position on the back.,,,neutral,adapter
14_laptop_test,19:1,Apple removed the DVD drive Firewire port (will work with adapter) and put the SDXC slot in a silly position on the back.,,,negative,SDXC slot
14_laptop_test,1122:1,But I do NOT like Win8.,,,negative,Win8
14_laptop_test,723:1,Set up was a breeze.,,,positive,Set up
14_laptop_test,983:1,tried windows 8 and hated it !!!,,,negative,windows 8
14_laptop_test,846:1,:] It arrived so fast and customer service was great.,,,positive,customer service
14_laptop_test,605:1,":) Great product, great price, great delivery, and great service.",,,positive,service
14_laptop_test,605:1,":) Great product, great price, great delivery, and great service.",,,positive,delivery
14_laptop_test,605:1,":) Great product, great price, great delivery, and great service.",,,positive,price
14_laptop_test,974:1,And windows 7 works like a charm.,,,positive,windows 7
14_laptop_test,786:1423,It is really thick around the battery.,,,neutral,battery
14_laptop_test,801:1,This mouse is terrific.,,,positive,mouse
14_laptop_test,681:1,great price free shipping what else can i ask for!!,,,positive,shipping
14_laptop_test,681:1,great price free shipping what else can i ask for!!,,,positive,price
14_laptop_test,553:1,I have had it over a year now with out a Glitch of any kind..I love the lit up keys and screen display...this thing is Fast and clear as can be.,,,positive,lit up keys
14_laptop_test,743:1,Also stunning colors and speedy,,,positive,colors
14_laptop_test,1150:1,I do not like too much Windows 8.,,,negative,Windows 8
14_laptop_test,1159:1,It is a great size and amazing windows 8 included!,,,positive,windows 8
14_laptop_test,1159:1,It is a great size and amazing windows 8 included!,,,positive,size
14_laptop_test,211:1,"Apple is unmatched in product quality,aesthetics,craftmanship, and customer service.",,,positive,customer service
14_laptop_test,211:1,"Apple is unmatched in product quality,aesthetics,craftmanship, and customer service.",,,positive,craftmanship
14_laptop_test,211:1,"Apple is unmatched in product quality,aesthetics,craftmanship, and customer service.",,,positive,aesthetics
14_laptop_test,211:1,"Apple is unmatched in product quality,aesthetics,craftmanship, and customer service.",,,positive,product quality
14_laptop_test,29:81,The specs are pretty good too.,,,positive,specs
14_laptop_test,1119:1,Exactly as posted plus a great value.,,,positive,value
14_laptop_test,295:1,"But I was completely wrong, this computer is UNBELIEVABLE amazing and easy to use.",,,positive,use
14_laptop_test,422:1,Well designed and fast.,,,positive,designed
14_laptop_test,363:27,The durability of the laptop will make it worth the money.,,,positive,durability
14_laptop_test,787:272,Startup times are incredibly long: over two minutes.,,,negative,Startup times
14_laptop_test,294:1,They don't just look good; they deliver excellent performance.,,,positive,performance
14_laptop_test,294:1,They don't just look good; they deliver excellent performance.,,,positive,look
14_laptop_test,106:1,But the performance of Mac Mini is a huge disappointment.,,,negative,performance
14_laptop_test,847:1,The battery life is excellent- 6-7 hours without charging.,,,positive,battery life
14_laptop_test,488:1,Strong build though which really adds to its durability.,,,positive,build
14_laptop_test,488:1,Strong build though which really adds to its durability.,,,positive,durability
14_laptop_test,326:1,But the mountain lion is just too slow.,,,negative,mountain lion
14_laptop_test,759:1,It is super fast and has outstanding graphics.,,,positive,graphics
14_laptop_test,373:1,"Only problem that I had was that the track pad was not very good for me, I only had a problem once or twice with it, But probably my computer was a bit defective.",,,negative,track pad
14_laptop_test,663:1,"Super light, super sexy and everything just works.",,,positive,works
14_laptop_test,3:1,"Luckily, for all of us contemplating the decision, the Mac Mini is priced just right.",,,positive,priced
14_laptop_test,147:5,Made interneting (part of my business) very difficult to maintain.,,,negative,interneting
14_laptop_test,314:21,The Apple engineers have not yet discovered the delete key.,,,negative,delete key
14_laptop_test,996:1,"I am pleased with the fast log on, speedy WiFi connection and the long battery life (>6 hrs).",,,positive,battery life
14_laptop_test,996:1,"I am pleased with the fast log on, speedy WiFi connection and the long battery life (>6 hrs).",,,positive,WiFi connection
14_laptop_test,561:1,I've had my computer for 2 weeks already and it works perfectly.,,,positive,works
14_laptop_test,996:1,"I am pleased with the fast log on, speedy WiFi connection and the long battery life (>6 hrs).",,,positive,log on
14_laptop_test,130:1,"Works well, and I am extremely happy to be back to an apple OS.",,,positive,apple OS
14_laptop_test,130:1,"Works well, and I am extremely happy to be back to an apple OS.",,,positive,Works
14_laptop_test,819:1,"It's fast, light, and simple to use.",,,positive,use
14_laptop_test,282:9,No installation disk (DVD) is included.,,,neutral,installation disk (DVD)
14_laptop_test,958:1,"Other than not being a fan of click pads (industry standard these days) and the lousy internal speakers, it's hard for me to find things about this notebook I don't like, especially considering the $350 price tag.",,,negative,click pads
14_laptop_test,958:1,"Other than not being a fan of click pads (industry standard these days) and the lousy internal speakers, it's hard for me to find things about this notebook I don't like, especially considering the $350 price tag.",,,positive,price tag
14_laptop_test,958:1,"Other than not being a fan of click pads (industry standard these days) and the lousy internal speakers, it's hard for me to find things about this notebook I don't like, especially considering the $350 price tag.",,,negative,internal speakers
14_laptop_test,562:1,Did not enjoy the new Windows 8 and touchscreen functions.,,,negative,touchscreen functions
14_laptop_test,562:1,Did not enjoy the new Windows 8 and touchscreen functions.,,,negative,Windows 8
14_laptop_test,359:1,Set up was easy.,,,positive,Set up
14_laptop_test,1144:1,tech support would not fix the problem unless I bought your plan for $150 plus.,,,negative,tech support
14_laptop_test,892:1,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",,,positive,Boot time
14_laptop_test,593:1,Sure it's not light and slim but the features make up for it 100%.,,,positive,features
14_laptop_test,856:1,I am still in the process of learning about its features.,,,neutral,features
14_laptop_test,1062:1,And I may be the only one but I am really liking Windows 8.,,,positive,Windows 8
14_laptop_test,809:1,Its size is ideal and the weight is acceptable.,,,positive,size
14_laptop_test,787:495,"MS Office 2011 for Mac is wonderful, well worth it.",,,positive,MS Office 2011 for Mac
14_laptop_test,1141:1,I would have given it 5 starts was it not for the fact that it had Windows 8,,,negative,Windows 8
14_laptop_test,787:444,"The criticism has waned, and now I'd be the first to recommend an Air for truly portable computing.",,,positive,portable computing
14_laptop_test,448:3,The new MBP offers great portability and gives us confidence that we are not going to need to purchase a new laptop in 18 months.,,,positive,portability
14_laptop_test,301:1,I was extremely happy with the OS itself.,,,positive,OS
14_laptop_test,655:1,The receiver was full of superlatives for the quality and performance.,,,positive,performance
14_laptop_test,655:1,The receiver was full of superlatives for the quality and performance.,,,positive,quality
14_laptop_test,128:1,Amazing Performance for anything I throw at it.,,,positive,Performance
14_laptop_test,1061:1,It has all the expected features and more +plus a wide screen and more than roomy keyboard.,,,positive,keyboard
14_laptop_test,1061:1,It has all the expected features and more +plus a wide screen and more than roomy keyboard.,,,positive,screen
14_laptop_test,1061:1,It has all the expected features and more +plus a wide screen and more than roomy keyboard.,,,positive,features
14_laptop_test,298:29,Only 2 usb ports...seems kind of...limited.,,,negative,usb ports
14_laptop_test,792:2,The baterry is very longer.,,,positive,baterry
14_laptop_test,1107:1,Biggest complaint is Windows 8 .,,,negative,Windows 8
